연번,미디어타입,제목,장소명,장소타입,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일
939,artist,GD,일미식당,restaurant,낙원상가 근처에 있는 백반 맛집,월-토 11시 - 20시,정보없음,일요일,서울특별시 종로구 삼일대로 428 낙원상가 지하 B1 148호,37.5721971,126.987629,02-766-6588,
940,artist,GD,원조남산왕돈까스,restaurant,남산 근처 유명 왕돈까스 맛집,매일 10시 - 22시,정보없음,연중무휴,서울특별시 중구 소파로 107,37.5573335,126.9860967,02-755-3370,
941,artist,CHUNG HA,위징쉔,restaurant,예능 현실 남녀에서 윤정수와 식사 한 곳,"월-토 11시 - (익일) 02시, 일 11시 - (익일) 01시",정보없음,연중무휴,서울특별시 강남구 학동로2길 45,37.508642,127.023508,070-5025-5675,
942,artist,CHUNG HA,예스24 라이브홀,playground,2019 별하랑 청하랑 팬미팅 장소,매일 09시 - 22시,정보없음,연중무휴,서울특별시 광진구 구천면로 20,37.545771,127.107882,070-5001-4532,
943,artist,CHUNG HA,shoop,cafe,청하의 생일 파티 장소,매일 10시 - 22시,정보없음,연중무휴,서울특별시 마포구 독막로6길 14,37.54741,126.917252,02-322-1640,
944,artist,CHUNG HA,인기명 마포점,restaurant,런닝맨 457회에 청하가 먹은 랍스터 조갈찜 집,"평일 17시 - 23시, 주말 12시 - 23시",주말만 15시 - 17시,연중무휴,서울특별시 마포구 삼개로 5길 4-3,37.538188,126.947819,0507-1432-6791,
945,artist,CHUNG HA,TANK6,cafe,런닝맨 457회에 청하와 인아 2인조 춤추던 카페,임시휴업,정보없음,임시휴업(3/3(화)- 별도 게시일까지),서울특별시 마포구 중산로 87,37.57138,126.893334,02-376-8410,
946,artist,CHUNG HA,문화비축기지,playground,런닝맨 457회에 청하가 나와 오프닝한 곳,"T1-T5탱크 화-일 10시 - 18시, 야외공원 00시 - 24시",정보없음,월요일(카페 휴관중),서울특별시 마포구 증산로 87,37.571029,126.894111,02-376-8410,
947,artist,CHUNG HA,정원 송파 나루,restaurant,수요 미식회 갈치 편 청아 방문 장소,매일 10시 - 22시,정보없음,연중무휴,서울특별시 송파구 석촌호수로 234 1층 송파나루,37.505729,127.097636,02-413-7080,
948,artist,CHUNG HA,우정낙지,restaurant,원픽로드 1회에서 솔빈과 청하가 먹은 매운 낙지집,매일 10시 - 22시 30분,정보없음,연중무휴,서울특별시 종로구 삼일대로 17길 46,37.569285,126.98497,02-720-7991,
949,artist,CHUNG HA,반얀트리 클럽 앤 스파,stay,청하가 출현한 현실 남녀 촬영지,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 중구 장충단로60,37.550028,127.000484,02-2250-8000,
950,artist,Cherry Bullet,노량진 수산시장,playground,보라투어에서 보라가 외국인 멤버들과 방문한 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 동작구 노들로 674,37.515417,126.94083,02-2254-8000,
951,artist,Cherry Bullet,딩가케이크,cafe,지원과 메이가 브이로그에서 방문한 카페,매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 마포구 동교로29길 68,37.563573,126.922026,0303-8888-8889,
952,artist,Cherry Bullet,봄밤달,playground,지원과 메이가 방문한 소품샵,화-일 13시 - 20시,정보없음,월요일,서울특별시 마포구 성미산로 172 1층,37.579569,126.969924,0507-1489-0979,
953,artist,Cherry Bullet,동묘 벼룩시장,playground,팬시점에서 보라와 외국인 멤버들이 함께 방문한 곳,매일 00시 - 24시 (가게별 상이),정보없음,연중무휴,서울특별시 종로구 숭인동 102-8,37.5732058,127.017615,02-2148-5512,
954,artist,CRAVITY,다옴 차병원사거리점,restaurant,크래비티 정모와 원진이 방문한 분식집,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 논현로 613,37.50845,127.03307,02-518-2009,
955,artist,CRAVITY,영천영화 청담점,restaurant,크래비티 정모가 방문한 소고기 전문점,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 도산대로90길 3 상민빌딩,37.523959,127.04957,02-3442-0381,
956,artist,CRAVITY,에이랜드 홍대점,cafe,세림과 원진이 쇼핑했던 옷가게,매일 11시 - 22시,정보없음,연중무휴,서울특별시 마포구 양화로16길 29,37.553166,126.921133,02-3210-5882,
957,artist,TAEYANG,영지네포장마차,restaurant,태양이 방문한 연예인 단골포장마차,월-토 18시 - (익일) 03시,정보없음,일요일,서울특별시 강남구 도산대로89길 24,37.52599,127.051405,0507-1363-0169,
958,artist,TAEYANG,10꼬르소꼬모 카페 청담점,cafe,태양이 민효린과 공개 데이트 한 곳,매일 12시 - 21시 ,16시 30분 - 18시,연중무휴,서울특별시 강남구 압구정로 416,37.526893,127.042391,02-3018-1010,
959,artist,TAEYANG,레어마켓,store,YG 바자회 당시 태양의 소장품을 판 곳,매일 11시 - 20시,정보없음,연중무휴,서울특별시 강남구 압구정로80길 24,37.524854,127.044763,02-512-3433,
960,artist,TAEYANG,주연사주타로,playground,태양이 사주 상담을 보러 왔던 곳,매일 12시 - 19시,정보없음,연중무휴,서울특별시 마포구 어울마당로 77 주연사주타로,37.5538632,126.922243,0507-1313-8377,
961,artist,TAEYANG,서강껍데기소금구이소막창,restaurant,빅뱅 데뷔전에 자주 갔던 음식점,매일 16시 - (익일) 04시,정보없음,연중무휴,서울특별시 마포구 월드컵로 36,37.552626,126.912353,02-337-5541,
962,artist,TAEYANG,목란,restaurant,냉장고를 부탁해 출연 이후 방문한 곳,화-일 11시 30분 - 21시 20분,15시 - 17시,월요일(공휴일인 경우 정상영업하고 화요일휴무),서울특별시 서대문구 연희로15길 21,37.5683426,126.9304738,02-732-0054,
963,artist,TAEYANG,몽련,restaurant,태양이 방문하여서 싸인을 하고 간 곳,매일 11시 30분 - 21시 30분 ,평일만 14시 50분 - 17시,연중무휴,서울특별시 성동구 왕십리로10길 3 1층,37.547143,127.045006,02-6953-8525,
964,artist,TAEYANG,열봉부엌,restaurant,태양이 SNS에 직접 홍보한 곳,월-토 17시 - 24시,정보없음,일요일,서울특별시 용산구 백범로87길 46,37.539253,126.969231,02-3445-1012,
965,artist,TWICE,추풍령칼삼겹살 압구정점,restaurant,트와이스 멤버들이 방문한 삼겹살집,월-토 17시 - 23시 ,정보없음,일요일,서울특별시 강남구 도산대로 51길 41,37.525929,127.038158,02-518-9996,
966,drama,D.P.,백사마을,playground,6회에서 볼 수 있듯이 이 집에는 한국전쟁 참전용사 이영천(전무송)이 살고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 노원구 중계본동 104-3,37.642741,127.08542,02-2116-3114,
967,drama,D.P.,서울드래곤시티,stay,안준호(정해인)는 임무를 수행하던 중 불편한 마음에 박성우(고경표 카메오)를 따라 친구들과 술자리를 갖기 위해 이곳으로 찾아온다.,내부시설별 상이,정보없음,연중무휴,서울특별시 용산구 청파로20길 95,37.531844,126.96306,02-2223-7000,
968,artist,TWICE,페어링 룸,restaurant,채영이 공식 인스타에서 예리가 찍어준 파스타집,매일 11시 - 24시,정보없음,연중무휴,서울특별시 강남구 도산대로81길 14,37.525372,127.047824,,
969,artist,TWICE,공리 청담점,restaurant,트와이스의 우아한 사생활에서 스케줄 마치고 식사한 가게,"월-토 10시 30분 - 22시, 일 10시 30분 - 21시",정보없음,연중무휴,서울특별시 강남구 도산대로92길 6,37.524114,127.050321,02-517-0234,
970,artist,TWICE,신전떡볶이 대치점,restaurant,정연과 모모의 인생 떡볶이집,매일 11시 - 22시 40분,정보없음,연중무휴,서울특별시 강남구 선릉로 420,37.502513,127.050253,02-554-5256,
971,artist,TWICE,할라고 압구정선상점,restaurant,나연과 모모가 V LIVE 중 방문한 곳,"평일 17시 30분 - (익일) 02시, 토 12시 - (익일) 02시, 일 12시 - 23시",정보없음,연중무휴,서울특별시 강남구 압구정로11길 37-53,37.528789,127.019073,02-542-6600,
972,artist,TWICE,서강쇠떡볶이,restaurant,트와이스 나연이 추천한 압구정에 위치한 떡볶이집,"월-토 10시 30분 - (익일) 00시 30분, 일 11시 - 24시",정보없음,연중무휴,서울특별시 강남구 압구정로50길 22 1층 5호,37.526798,127.037676,02-542-3312,
973,artist,TWICE,골목식당,restaurant,V-LIVE TWICE TV2에 나온 가게,매일 10시 - 21시,정보없음,연중무휴,서울특별시 강남구 압구정로79길 47,37.525483,127.051047,02-545-7217,
974,artist,TWICE,슈퍼집,restaurant,트와이스 데뷔 전부터 숙소에서 주문해 먹은 곳,"월-토 11시 30분 - 22시 20분, 일 11시 30분 - 22시",정보없음,연중무휴,서울특별시 강남구 언주로130길 14,37.514856,127.036739,02-540-1591,
975,artist,TWICE,공수간 코엑스몰점,restaurant,트와이스 V-LIVE 급식단에서 분식먹은 가게,매일 11시 - 21시,정보없음,연중무휴,서울특별시 강남구 영동대로 513,37.510177,127.05866,02-551-1047,
976,artist,TWICE,곰바위 본점,restaurant,사나가 V LIVE 중 막창구이를 먹었던 식당,매일 11시 - 22시,정보없음,연중무휴,서울특별시 강남구 영동대로115길 10,37.514867,127.058748,02-511-0068,
977,artist,TWICE,항아리보쌈 선릉점,restaurant,지효가 방문한 사인이 있는 보쌈집,매일 11시 - 23시,정보없음,연중무휴,서울특별시 강남구 테헤란로 51길 16,37.505105,127.046532,02-567-8285,
978,artist,TWICE,플랫폼창동61,playground,트와이스 시그널 뮤비 촬영지,화-일 10시 - 22시,정보없음,월요일,서울특별시 도봉구 마들로 11길 74,37.654256,127.048782,02-993-0561,
979,artist,TWICE,가츠신 본점,restaurant,"정연의 이모, 이모부가 운영하는 식당",매일 11시 30분 - 21시,16시 - 17시,연중무휴,서울특별시 마포구 독막로2길 22,37.547587,126.914427,02-324-8988,
980,artist,TWICE,혼가츠,restaurant,트와이스도 반한 일본식 돈가스집,매일 11시 - 22시,정보없음,연중무휴,서울특별시 마포구 와우산로21길 36-6 1층 102호,37.5526021,126.9220183,02-322-8850,
981,artist,TWICE,프로간장게장,restaurant,모모가 방문한 간장게장 맛집,매일 10시 - 23시,정보없음,연중무휴,서울특별시 서초구 강남대로97길 9,37.514584,127.019097,02-453-4126,
982,artist,TWICE,미쓰윤,playground,트와이스 앨범 YES or YES를 촬영한 식당,평일 09시 30분 - 18시 30분,정보없음,주말,서울특별시 서초구 양재천로17길 3,37.475363,127.03775,0507-1488-2270,
983,artist,TWICE,세빛섬 튜브스터,playground,트와이스 V-LIVE 급식단 EP.02에서 방문한 장소,"4-5월,10-11월  평일 15시-23시, 주말 13시-23시, 6-9월 평일 16시-24시, 주말 14시-24시",정보없음,월별 상이,서울특별시 서초구 올림픽대로 2085-14,37.512415,126.995977,070-4288-1363,
984,artist,TWICE,동천곱창,restaurant,채영이 방문한 사인이 있는 곳,화-일 15시 - 22시 30분,정보없음,월요일,서울특별시 송파구 석촌호수로 12길 22,37.508919,127.084032,02-422-3540,
985,artist,TWICE,차 마시는 뜰,cafe,사나가 모모의 혈액형을 스포한 바로 그 찻집,"화-금 12시 - 21시, 주말 11시 - 21시",정보없음,"월요일, 명절(당일)",서울특별시 종로구 북촌로11나길 26,37.582157,126.982246,02-722-7006,
986,artist,TWICE,소선재,restaurant,사나가 V LIVE 중 간장게장을 먹었던 식당,매일 11시 - 21시 30분,"평일 14시 30분 - 17시, 주말 14시 30분 - 17시 30",연중무휴,서울특별시 종로구 삼청로 113-1,37.585586,126.981725,02-730-7002,
987,artist,TWICE,창신동매운족발,restaurant,능력자에서 나온 모모가 좋아하는 매운 족발집,화-일 10시 30분 - 23시,정보없음,월요일,서울특별시 종로구 종로51길 23,37.573058,127.011665,02-3675-9689,
988,artist,TWICE,옛날 국밥집,restaurant,식스틴 2화에 마이너팀이 동묘에서 식사한 가게,정보없음,정보없음,정보없음,서울특별시 종로구 종로58길 12,37.572806,127.017775,02-2253-2900,
989,artist,TWICE,금돼지식당,restaurant,트와이스 모모의 싸인이 걸린 돼지고기집,매일 11시 30분 - 22시,정보없음,연중무휴,서울특별시 중구 다산로 149,37.557057,127.009465,0507-1307-8750,
990,artist,TWICE,만족오향족발 시청점,restaurant,능력자들 18회에서 모모가 족발을 먹었던 식당,"평일 11시 30분 - 22시, 주말 12시 - 22시",정보없음,연중무휴,서울특별시 중구 서소문로 134-7,37.5632148,126.9760019,02-753-4755,
991,artist,TWICE,뚱뚱이할머니집,restaurant,능력자들 18회에서 모모가 족발을 먹었던 식당,수-월 10시 - 23시 30분,정보없음,화요일,서울특별시 중구 장충단로 174-1,37.560423,127.005833,0507-1333-2714,
992,artist,TWICE,용마랜드,playground,트와이스 우아하게 뮤직비디오 촬영지,매일 10시 - 18시,정보없음,연중무휴,서울특별시 중랑구 망우로70길 118 ,37.594468,127.105556,02-436-5800,
993,artist,TEEN TOP,딸부자네불백 신사본점,restaurant,틴탑이 불백을 먹으러 왔던 신사동 맛집,일-화 09시 - 24시 수-금 00시 - 24시,수-금 16시 - 17시,연중무휴,서울특별시 강남구 강남대로158길 21,37.521072,127.022225,02-3444-3295,
994,artist,TEEN TOP,BHC치킨 사당점,restaurant,틴탑 리키 부모님이 운영하는 치킨집,매일 12시 - (익일) 02시,정보없음,연중무휴,서울특별시 동작구 동작대로7길 16,37.480517,126.981074,02-582-2004,
995,artist,TEEN TOP,부야스곱창 홍대본점,restaurant,틴탑이 직접 홍보와 서빙 알바를 했던 곳,매일 16시 - (익일) 01시,정보없음,연중무휴,서울특별시 마포구 어울마당로 136-13,37.555746,126.925688,02-3144-4967,
996,artist,TEEN TOP,순대만드는집,restaurant,틴탑 니엘의 싸인이 걸려있는 순대국 맛집,매일 11시 30분 - 21시 30분,정보없음,연중무휴,서울특별시 서초구 방배천로8길 6-2,37.480455,126.982849,02-597-1989,
997,artist,TEEN TOP,유자유김치떡볶이 본점,restaurant,식신로드에서 틴탑이 방문했던 고대 앞 맛집,매일 10시 30분 - (익일) 03시,정보없음,연중무휴,서울특별시 성북구 고려대로24길 48 2층,37.590403,127.035926,0507-1393-7777,
998,artist,TEEN TOP,비닐하우스,restaurant,틴탑이 화보 촬영차 방문한 문래동 와인바,"평일 18시 - 24시, 주말 16시 - 24시",정보없음,3번째 월요일,서울특별시 영등포구 도림로128가길 13-8,37.514118,126.897413,0507-1402-1286,
999,artist,TEEN TOP,로얄볼링센터,playground,틴탑 나랑 사귈래 뮤직비디오 촬영지,"평일 13시 - (익일) 01시, 주말 11시 30분 - (익일) 02시",정보없음,연중무휴,서울특별시 영등포구 영등포로28길 5 당산동코오롱주상복합아파트,37.509654,126.905059,02-2672-8898,
1000,artist,PENTAGON,플럼프,cafe,펜타곤의 따뜻한 연말 보내기 자선 일일 카페,매일 10시 - 19시,정보없음,연중무휴,서울특별시 성동구 아차산로 83 1층,37.545658,127.053456,02-3409-0113,
1001,artist,PENTAGON,어니언 성수,cafe,인스타그램에 올라온 신원의 방문 카페,"평일 08시 - 22시, 주말 10시 - 22시",정보없음,연중무휴,서울특별시 성동구 아차산로9길 8,37.544699,127.058206,0507-1386-3238,
1002,artist,PENTAGON,롯데월드,playground,원더케인 침착가왕 펜타곤편 촬영지,매일 10시 - 21시,정보없음,연중무휴,서울특별시 송파구 올림픽로 240,37.5112601,127.097998,1661-2000,
1003,artist,fromis_9,북서울 꿈의 숲,playground,프로미스방에서 백지헌이 달리면서 노래를 불렀어요,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강북구 월계로 173 ,37.62228,127.03987,02-2289-4001,
1004,artist,fromis_9,N서울타워,playground,프로미스방에서 서연이와 지헌이 꿈을 다짐한 곳,"전망대 매일 11시 - 22시, 더플다이닝 매일 12시 - 22시",정보없음,연중무휴,서울특별시 용산구 남산공원길 105,37.551168,126.98824,02-3455-9277,
1005,artist,HA SUNG WOON,맛짱떡볶이,restaurant,하성운이 추천한 떡볶이 맛집,월-토 00시 - 24시,정보없음,일요일,서울특별시 강남구 강남대로122길 17,37.508208,127.024418,02-549-9303,
1006,artist,HA SUNG WOON,마치래빗 샐러드 신사동가로수길본점,restaurant,하성운이 방문한 샐러드 맛집,월-토 11시 - 21시,15시 30분 - 17시 30분,"일요일, 1월1일, 명절(당일)",서울특별시 강남구 논현로153길 45,37.520293,127.024517,070-4531-4514,
1007,artist,HA SUNG WOON,슈퍼집,restaurant,하성운이 심야아이돌에서 먹은 떡볶이 맛집,"월-토 11시 30분 - 22시 20분, 일 11시 30분 - 22시",정보없음,연중무휴,서울특별시 강남구 언주로130길 14,37.514856,127.036739,02-540-1591,
1008,artist,HA SUNG WOON,청담갯벌장어,restaurant,"하성운, 박우진이 함께 방문한 장어 전문점",월-토 11시 30분 - 22시,15시 - 17시,일요일,서울특별시 강남구 영동대로142길 29,37.525319,127.055686,02-542-7930,
1009,artist,HA SUNG WOON,버거그루72,restaurant,"하성운, 옹성우, 황민현이 함께 방문한 수제버거집",매일 11시 - 21시,정보없음,연중무휴,서울특별시 용산구 한강대로 100,37.529244,126.968604,0507-1338-7274,
1010,artist,HA SUNG WOON,이화포차,restaurant,하성운이 1위하고 방문했던 포장마차,월-토 17시 - (익일) 04시,정보없음,일요일,서울특별시 종로구 율곡로14길 18,37.575155,127.00288,02-745-8300,
1011,artist,Highlight,마이니치라멘,restaurant,원픽로드 5회에서 손동운이 먹었던 간장 라멘집,"평일 11시 30분 - 21시, 토 11시 30분 - 15시",평일만 15시 - 17시,일요일,서울특별시 강남구 언주로 115길 15,37.509875,127.035475,0507-1312-7384,
1012,artist,Highlight,오레노라멘 본점,restaurant,원픽로드 6회에서 손동운이 먹었던 라멘집,매일 11시 - 21시,정보없음,연중무휴,서울특별시 마포구 독막로 6길 14,37.547454,126.917328,02-322-3539,
1013,artist,Highlight,세상끝의 라멘,restaurant,원픽로드 6회에서 손동운이 먹었던 된장 라멘집,화-일 11시 30분 - 21시 ,15시 - 17시,월요일,서울특별시 마포구 양화로 7길 6-5,37.551517,126.915208,02-336-1361,
1014,artist,Highlight,중화복춘 골드동교점,restaurant,윤두준의 식샤를 합시다3 6회에 나온 중식당,수-월 11시 30분 - 22시,평일만 15시 30분 - 17시,화요일,서울특별시 마포구 월드컵북로 6길 42,37.558721,126.920776,0507-1435-2209,
1015,artist,Highlight,잇텐고,restaurant,원픽로드 6회에서 손동운이 먹었던 바질 라멘집,매일 11시 30분 - 21시 30분,14시 30분 - 17시,연중무휴,서울특별시 마포구 포은로 11,37.549224,126.909212,02-337-7715,
1016,artist,Highlight,굴대박&초계국수,restaurant,식샤를 합시다2 2화에 윤두준이 먹은 굴먹방집,"평일 10시 - 22시, 주말 10시 - 21시",정보없음,연중무휴,서울특별시 서대문구 독립문로 66-1,37.567259,126.963822,02-362-9462,
1017,artist,Highlight,무악동 봉수대,playground,윤두준의 식샤를 합시다2 11회에 등산한 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서대문구 신촌동 산1,37.577062,126.947171,02-330-1301,
1018,artist,Highlight,당산오돌 본점,restaurant,수요미식회 107회에 기광이가 먹은 고깃집,월-토 12시 - 22시,정보없음,일요일,서울특별시 영등포구 국회대로 37길 6,37.527524,126.899739,02-2068-5592,
1019,artist,Highlight,깔리,restaurant,식샤를 합시다2 4회에 윤두준이 먹은 인도 커리집,화-일 11시 30분 - 21시 10분,15시 - 17시,월요일 ,서울특별시 종로구 대학로11길 43 명륜4가 171번지 2층,37.582432,126.999305,02-747-5050,
1020,artist,Highlight,미갈매기살,restaurant,수요미식회 107회에 기광이가 먹은 고깃집,매일 15시 - 22시 30분,정보없음,"1, 3번째 일요일",서울특별시 종로구 돈화문로 11가길 7,37.57297,126.991062,02-3672-0081,
1021,artist,Highlight,청계천,playground,배틀트립 1회에 윤두준과 설민석 쌤과 간 곳,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 서린동 148,37.569205,126.97791,02-2290-6114,
1022,artist,Highlight,대한민국역사박물관,playground,배틀트립 1회에 윤두준이 마지막으로 간 박물관,"월-화,목-금,일 10시 - 18시, 수,토 10시 - 21시",정보없음,"1월1일, 명절(당일)",서울특별시 종로구 세종대로 198,37.573984,126.978011,0507-1414-9202,
1023,artist,Highlight,덕수궁,playground,배틀트립 1회에 윤두준의 식신로드팀 오프닝,화-일 09시 - 21시,정보없음,월요일,서울특별시 중구 세종대로 99,37.565924,126.97501,02-771-9951,
1024,artist,Heize,알베르,cafe,헤이즈의 썸타 뮤직비디오 촬영 카페,매일 10시 - 23시,정보없음,연중무휴,서울특별시 강남구 강남대로102길 34,37.682245,126.792136,02-566-6181,
1025,artist,Heize,오래도록 예쁘다,cafe,헤이즈를 위한 30번째 생일 이벤트가 열린 카페,"평일 08시 - 21시, 주말 10시 - 18시",정보없음,연중무휴,서울특별시 강남구 언주로106길 7,37.5078372,127.038169,02-568-0013,
1026,artist,Heize,EGO,cafe,헤이즈가 방문한 합정 디저트 카페,"평일 11시 30분 - 18시, 주말 13시 30분 - 20시",정보없음,연중무휴,서울특별시 마포구 양화로8길 32-17,37.5289429,126.7807824,02-338-9342,
1027,artist,Heize,글로우,cafe,헤이즈와 키썸이 어반로드에서 방문한 카페,"평일 09시 - 22시, 주말 10시 - 22시",정보없음,연중무휴,서울특별시 성동구 아차산로9길 20 1층,37.5458651,127.0564931,070-5097-5506,
1028,artist,Heize,디아날로그,playground,헤이즈가 젠가 앨범 발매 후 방문한 보드게임 카페,"화-일 15시 - 23시, 주말 12시 - 23시",정보없음,월요일,서울특별시 영등포구 영신로40길 5,37.5214882,126.8998273,02-6404-3250,
1029,show,On & Off,브런치가,cafe,윤아가 지인과 즐거운 만남을 가진 홍대 브런치카페,매일 09시 - 22시,정보없음,연중무휴,서울특별시 마포구 월드컵북로4길 39,37.557949,126.921512,02-735-0263,
1030,show,On & Off,동아냉면 이태원점,restaurant,매운맛 마니아 소유가 니콜과 함께 먹은 매운 냉면,화-일 09시 30분 - 21시,정보없음,월요일 ,서울특별시 용산구 대사관로 45-1,37.533678,127.003249,02-796-7442,
1031,show,On & Off,무니,cafe,성시경과 밥굽남이 돈독한 우정을 다진 해방촌 카페,매일 11시 - 22시,정보없음,연중무휴,서울특별시 용산구 신흥로20길 37,37.547168,126.983921,02-565-1592,
1032,artist,HyunA,로칼즈버거바,restaurant,현아도 먹으러 오는 청담 수제 버거 맛집,"평일 11시 - 22시, 일 12시 - 20시",정보없음,토요일,서울특별시 강남구 도산대로 92길 26,37.522938,127.049305,02-555-3066,
1033,artist,HyunA,재미난 조각가,cafe,현아가 다녀간 압구정의 사주카페,"일-목 12시 30분 - 22시, 12시 30분 - 22시 30분",정보없음,연중무휴,서울특별시 강남구 선릉로 155길 13-2,37.525176,127.03833,02-3447-5155,
1034,artist,HyunA,볼트 82,restaurant,현아가 출연한 '뻔하잖아' 뮤비 촬영지,"월-수 11시 - (익일) 03시, 목-토 11시 - (익일) 04시, 일 11시 - (익일) 02시",정보없음,명절(당일),서울특별시 강남구 압구정로 72길 22,37.525003,127.045026,02-544-9234,
1035,artist,HyunA,별양집,restaurant,현아가 방문한 양대창 점문점,매일 11시 30분 - (익일) 05시,정보없음,연중무휴,서울특별시 강남구 테헤란로 43길 17,37.504319,127.043662,02-501-2937,
1036,artist,HyunA,아트몬스터 강남역점,restaurant,현아가 광고를 찍은 수제 맥주 집,"평일 17시 - (익일) 01시, 토 15시 - (익일) 01시, 일, 공휴일 15시 - 23시",정보없음,연중무휴,"서울특별시 강남구 테헤란로1길 28-3, 2층",37.500473,127.027615,02-6448-6110,
1037,artist,HyunA,팔당족발,restaurant,현아가 다녀간 매운김치가 맛있는 족발 보쌈 맛집,매일 15시 - (익일) 05시,정보없음,연중무휴,서울특별시 강남구 학동로 45길 7,37.516763,127.037836,02-3444-4686,
1038,artist,HyunA,EGO,cafe,현아가 프리먼스에서 방문한 합정의 카페,"평일 11시 30분 - 18시, 주말 13시 30분 - 20시",정보없음,연중무휴,서울특별시 마포구 양화로8길 32-17,37.5289429,126.7807824,02-338-9342,
1039,artist,HyunA,카페 장쌤,cafe,현아가 현아의 프리먼스에서 방문한 카페,화-일 12시 - 21시,정보없음,월요일,서울특별시 마포구 와우산로 29마길 5,37.555722,126.926825,070-4084-3414,
1040,artist,HyunA,홍대소품,playground,현아가 방문한 홍대의 소품샵,매일 13시 - 21시,정보없음,연중무휴,서울특별시 마포구 와우산로26길 66 1층,37.553343,126.928551,070-4232-5324,
1041,artist,HyunA,개화,restaurant,현아가 다녀간 중국 음식점,매일 10시 - 21시,정보없음,명절(당일),서울특별시 서초구 동작대로 86 동주빌딩,37.484214,126.982409,02-581-5005,
1042,artist,HyunA,프루스트의 서재,playground,현아가 인스타그램에 올린 사진 촬영 장소,화-토 13시 - 20시,정보없음,"월요일, 일요일",서울특별시 성동구 무수막길 56,37.551217,127.021947,,
1043,artist,HyunA,오토김밥 본점,restaurant,현아가 인스타그램에 올린 김밥 전문점,수-월 09시 - 19시,14시 30분 - 15시,연중무휴,서울특별시 용산구 녹사평대로26길 93 스페이스소마빌딩 1층,37.531566,126.994663,02-794-0110,
1044,artist,HONG JINYOUNG,팔당족발,restaurant,홍진영 족발로도 유명한 족발집,매일 15시 - (익일) 05시,정보없음,연중무휴,서울특별시 강남구 학동로 45길 7,37.516763,127.037836,02-3444-4686,
1045,artist,HONG JINYOUNG,메이다이닝,restaurant,잘 먹겠습니다에 홍진영의 양 갈비 스테이크 단골집,매일 11시 30분 - 22시 ,평일만 15시 - 17시,연중무휴,서울특별시 도봉구 도봉로 169길 208,37.677845,127.035019,02-955-7722,
1046,artist,HONG JINYOUNG,타로카페 썸,cafe,미우새에서 홍자매가 타로 보러 간 타로카페,매일 12시 - 23시,정보없음,연중무휴,서울특별시 서대문구 연세로 5나길 6,37.556969,126.935883,,
1047,artist,HONG JINYOUNG,남산예술원웨딩홀,playground,홍진영 '엄지척' 뮤직비디오에 일부 촬영 장소이다,화-일 00시 - 24시 (예약문의),정보없음,월요일,서울특별시 용산구 소월로 375,37.5447,127.0004,02-795-2244,
1048,artist,HONG JINYOUNG,모녀꼬마마약김밥,restaurant,미우새에서 홍자매가 갔던 광장시장 안 떡볶이 맛집,매일 09시 30분 - 21시,정보없음,연중무휴,서울특별시 종로구 동호로 403-23,37.570621,127.000545,02-2273-8330,
1049,artist,HONG JINYOUNG,원조 순희네 빈대떡,restaurant,미우새에서 홍자매가 먹고 간 광장시장 안 빈대떡집,매일 09시 - 21시,정보없음,연중무휴,서울특별시 종로구 종로32길 5,37.570597,127.000711,02-2264-5057,
1050,artist,HWANG CHIYEOL,징관청훠궈 가로수길점,restaurant,황치열이 생일파티를 했던 훠궈 집,매일 12시 - 22시,정보없음,연중무휴,서울특별시 강남구 강남대로 156길 35,37.518929,127.021841,02-518-7102,
1051,artist,HWANG CHIYEOL,양철지붕 본점,restaurant,황치열이 다녀간 닭똥집이 맛있는 실내포차,매일 17시 - (익일) 04시,정보없음,연중무휴,서울특별시 강남구 도산대로 17길 4,37.518966,127.025124,02-544-2833,
1052,artist,HWANG CHIYEOL,소성공자 샤브샤브,restaurant,황치열도 와서 먹은 샤브샤브 훠궈 맛집,매일 12시 - 24시,정보없음,연중무휴,서울특별시 광진구 동일로18길 17,37.5399168,127.063886,02-461-9888,
1053,drama,VIP,강남역,station,3화(전체 2화)에서 이 역 6번 출구는 온유리(표예진)가 상점들을 지나는 모습이 보인다.,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 강남구 강남대로 396,37.493168,126.43448,02-6110-2221,
1054,drama,VIP,엘빈에비뉴라운지,restaurant,29회(전체 15회)에서 박성준(이상윤)은 하재웅 부사장(박성근)을 비롯한 성운백화점 주주들과의 만남을 위해 이곳을 찾았다.,월-토 19시 - (익일) 03시,정보없음,일요일,서울특별시 강남구 강남대로92길 13,37.4990249,127.02849,0507-1314-9449,
